"codigo_viagem","cnpj.x","placa","autorizacao_viagem","data_inicio_viagem","data_fim_viagem","sentido_linha","latitude","longitude","pdop","numero_imei","in_transbordo","codigo_viagem_transbordo","razao_social","cnpj.y","servico_regular","servico_fretado","servico_semiurbano","data_validade_csv","validade_seguro","ano_fabricacao","categoria_veiculo","nr_assentos_categoria","nr_assentos"
3888399,47202007000150,"CRK8189",5589906,2021-09-15 18:13:41,2021-09-16 10:14:03,1,-23.5228634,-46.6299133,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3888400,47202007000150,"CRK8189",5590775,2021-09-16 18:22:52,2021-09-17 09:41:57,1,-23.5228939,-46.6302567,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3888401,47202007000150,"CRK8189",5591852,2021-09-17 18:17:56,2021-09-18 09:30:38,1,-23.5228901,-46.6302414,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3888402,47202007000150,"DEU3800",5588787,2021-09-14 02:35:40,2021-09-15 09:15:55,1,-23.5173302,-46.6261749,2.1,"358222057381426","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-09-10,2023-06-08,2019,"Executivo",62,62
3888403,47202007000150,"DIM8981",5587215,2021-09-12 04:01:11,2021-09-13 03:43:20,1,-23.5173645,-46.6275673,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3888404,47202007000150,"DIM8981",5587364,2021-09-13 03:43:20,2021-09-15 00:52:32,1,-23.5166416,-46.6273537,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3888405,47202007000150,"DIM8981",5590083,2021-09-16 03:38:34,2021-09-17 01:11:28,1,-23.5173416,-46.6278114,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3888406,47202007000150,"DIM8981",5591084,2021-09-17 03:45:15,2021-09-18 01:13:50,1,-23.5174408,-46.6262321,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3888407,47202007000150,"DIM8981",5592418,2021-09-18 04:03:59,2021-09-19 00:43:40,1,-23.5183277,-46.6301575,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3888408,47202007000150,"EKU3003",5590096,2021-09-16 00:55:09,2021-09-20 01:10:37,1,-23.5193996,-46.1899414,2.1,"358222057381152","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2022-01-27,2023-06-08,2018,"Executivo",63,63
3888409,47202007000150,"GGU9193",5589420,2021-09-15 03:36:38,2021-09-16 01:26:03,1,-23.5174427,-46.6262169,2.1,"358222058549914","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-10-20,2023-06-08,2019,"Executivo",47,47
3888410,47202007000150,"GGU9193",5590981,2021-09-17 00:36:55,2021-09-18 08:50:10,1,-23.517252,-46.6278076,2.1,"358222058549914","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-10-20,2023-06-08,2019,"Executivo",47,47
3888411,47202007000150,"JHX2353",5590930,2021-09-16 22:40:36,2021-09-17 15:14:50,1,-23.5133476,-46.6163177,2.1,"358222057119818","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-28,2023-06-08,2009,"Executivo",42,42
3888412,47202007000150,"JHX2353",5592067,2021-09-17 21:07:06,2021-09-20 02:11:31,1,-23.5172825,-46.6262093,2.1,"358222057119818","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-28,2023-06-08,2009,"Executivo",42,42
3888413,47376389000138,"BNM6098",5585414,2021-09-12 17:18:33,2021-09-13 02:29:19,1,-22.9618243,-44.2980321,104,"354140099187458","Nao",NA,"VIACAO SAFIRA LTDA.","47.376.389/0001-38","Nao","Sim","Nao",2023-01-11,2023-06-28,2019,"Executivo",47,47
3888414,47376389000138,"FYB0727",5585371,2021-09-12 00:01:41,2021-09-13 10:45:25,1,-23.5154418945313,-46.6248779296875,0,"359573087403872","Nao",NA,"VIACAO SAFIRA LTDA.","47.376.389/0001-38","Nao","Sim","Nao",2023-03-03,2023-06-28,2018,"Executivo",47,47
3888428,64758998000170,"FDS7480",5584609,2021-09-12 11:01:24,2021-09-15 20:56:11,1,-23.5382557,-46.5632172,2.1,"358222057182998","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2022-08-24,2023-07-02,2015,"Executivo",50,50
3888429,64758998000170,"JHX0523",5593553,2021-09-18 03:41:13,2021-09-20 08:43:03,1,-23.5174274,-46.6276093,2.1,"358222057426783","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2023-08-16,2023-07-02,2009,"Executivo",46,46
3888430,64758998000170,"LQA4844",5586951,2021-09-12 03:15:29,2021-09-13 00:42:34,1,-23.5398331,-46.5768356,2.1,"358229070654788","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2022-08-19,2023-07-02,2011,"Executivo",46,46
3888431,64758998000170,"LQA4844",5591230,2021-09-18 02:07:34,2021-09-19 21:07:16,1,-23.3503838,-46.79702,2.1,"358229070654788","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2022-08-19,2023-07-02,2011,"Executivo",46,46
3866265,39642566000152,"JQZ1C12",5576916,2021-09-01 14:23:59,2021-09-09 13:31:20,1,-22.5570659637451,-44.853816986084,0,"357208079123228","Nao",NA,"AGENCIA DE VIAGENS REALTUR LTDA.","39.642.566/0001-52","Nao","Sim","Nao",2022-01-08,2023-10-13,2004,"Executivo",27,27
3866266,39642566000152,"PPD8842",5580129,2021-09-06 19:57:00,2021-09-07 07:15:40,1,-22.7590999603271,-45.1165428161621,0,"356361080752047","Nao",NA,"AGENCIA DE VIAGENS REALTUR LTDA.","39.642.566/0001-52","Nao","Sim","Nao",2022-07-29,2023-10-13,2015,"Executivo",56,56
3866267,39642566000152,"PPD8842",5583970,2021-09-09 01:53:41,2021-09-09 17:33:57,1,-20.30712890625,-40.5821418762207,0,"356361080752047","Nao",NA,"AGENCIA DE VIAGENS REALTUR LTDA.","39.642.566/0001-52","Nao","Sim","Nao",2022-07-29,2023-10-13,2015,"Executivo",56,56
3866268,39642566000152,"QRG5J35",5584388,2021-09-09 13:14:54,2021-09-10 10:43:52,1,-20.7486591339111,-41.4735641479492,0,"357459107497841","Nao",NA,"AGENCIA DE VIAGENS REALTUR LTDA.","39.642.566/0001-52","Nao","Sim","Nao",2021-12-03,2023-10-13,2019,"Executivo",55,55
3866271,47202007000150,"BJU2600",5581053,2021-09-05 04:04:57,2021-09-06 00:42:14,1,-23.5173836,-46.6261215,2.1,"358222057504159","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-26,2023-06-08,2018,"Executivo",48,48
3866272,47202007000150,"BJU2600",5582653,2021-09-07 03:35:44,2021-09-08 00:47:38,1,-23.5175228,-46.6262283,2.1,"358222057504159","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-26,2023-06-08,2018,"Executivo",48,48
3866273,47202007000150,"BJU2600",5582760,2021-09-08 03:34:46,2021-09-09 00:50:05,1,-23.5173416,-46.6261864,2.1,"358222057504159","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-26,2023-06-08,2018,"Executivo",48,48
3866274,47202007000150,"BJU2600",5584484,2021-09-09 22:09:35,2021-09-11 10:26:36,1,-23.5173645,-46.6276779,2.1,"358222057504159","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-26,2023-06-08,2018,"Executivo",48,48
3866295,47202007000150,"CRK8189",5581076,2021-09-05 18:08:41,2021-09-06 10:09:46,1,-23.5176487,-46.6271019,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3866296,47202007000150,"CRK8189",5584425,2021-09-09 18:05:56,2021-09-10 10:31:09,1,-23.5172787,-46.6261177,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3866297,47202007000150,"CRK8189",5584653,2021-09-10 10:51:56,2021-09-11 09:43:39,1,-23.5177212,-46.6265984,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3866298,47202007000150,"CRK8189",5586153,2021-09-11 18:16:27,2021-09-12 09:56:30,1,-23.5228901,-46.6300735,2.1,"358229071451457","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-12-01,2023-06-08,2019,"Convencional",58,58
3866299,47202007000150,"DEU3800",5584042,2021-09-09 02:39:27,2021-09-10 09:06:05,1,-23.5182095,-46.6283493,2.1,"358222057381426","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-09-10,2023-06-08,2019,"Executivo",62,62
3866300,47202007000150,"DEU3800",5586690,2021-09-11 02:40:01,2021-09-13 08:46:51,1,-23.5175781,-46.6272697,2.1,"358222057381426","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-09-10,2023-06-08,2019,"Executivo",62,62
3866308,3264460000115,"OND6474",5585105,2021-09-10 12:17:45,2021-09-11 11:55:23,1,0,0,6,"356160086112143","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2022-01-29,2021-10-04,2013,"Executivo",57,57
3866309,3264460000115,"OOC2201",5575893,2021-09-08 16:47:49,2021-09-09 13:22:40,0,-23.5313866,-45.2242875,6,"356160086468321","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2022-05-13,2023-10-04,2014,"Executivo",48,48
3866310,3264460000115,"PRJ9002",5584852,2021-09-10 16:04:42,2021-09-11 09:30:34,1,-16.6382622,-49.3008688,6,"356160086131747","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2023-03-19,2024-01-23,2018,"Executivo",63,63
3866311,3264460000115,"PRJ9002",5582720,2021-09-06 16:14:19,2021-09-07 12:04:16,1,0,0,6,"356160086131747","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2023-03-19,2024-01-23,2018,"Executivo",63,63
3866316,47202007000150,"DIM8981",5581123,2021-09-05 22:10:47,2021-09-07 10:42:05,1,-23.5169239,-46.6275406,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3866317,47202007000150,"DIM8981",5584065,2021-09-09 03:38:25,2021-09-10 00:58:26,1,-23.5174541,-46.6275673,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3866318,47202007000150,"DIM8981",5585294,2021-09-11 01:48:55,2021-09-12 04:01:11,1,-23.5172443,-46.6277771,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3866319,47202007000150,"DIM8981",5585625,2021-09-11 03:54:55,2021-09-12 04:01:11,1,-23.5175896,-46.6263962,2.1,"358222057117796","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-12-15,2023-06-08,2019,"Executivo",58,58
3866320,47202007000150,"ECM5575",5584619,2021-09-09 21:02:09,2021-09-10 15:24:32,1,-23.5172672,-46.6261864,2.1,"358222057502708","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-10-06,2023-06-08,2011,"Executivo",48,48
3866321,47202007000150,"EEY1698",5585431,2021-09-11 01:29:30,2021-09-13 08:50:46,1,-23.5176945,-46.6260643,2.1,"358222057117713","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-09-22,2023-06-08,2019,"Executivo",51,51
3866322,47202007000150,"EKU3003",5583799,2021-09-08 18:16:46,2021-09-09 10:16:14,1,-23.5198879,-46.625412,2.1,"358222057381152","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2022-01-27,2023-06-08,2018,"Executivo",63,63
3866323,47202007000150,"EKU3003",5584601,2021-09-10 00:48:50,2021-09-13 01:27:08,1,-23.5411301,-46.3105583,2.1,"358222057381152","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2022-01-27,2023-06-08,2018,"Executivo",63,63
3866324,47202007000150,"FLC4828",5583946,2021-09-09 01:25:38,2021-09-10 08:46:31,1,-23.5175724,-46.6269531,2.1,"358222058549807","Nao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3866325,47202007000150,"GGU9193",5584595,2021-09-10 00:43:10,2021-09-11 11:01:43,1,-23.5143967,-46.6254654,2.1,"358222058549914","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2021-10-20,2023-06-08,2019,"Executivo",47,47
3866326,47202007000150,"JHX2353",5581109,2021-09-06 02:03:06,2021-09-06 02:03:16,1,-21.7847195,-46.5912857,2.1,"358222057119818","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-28,2023-06-08,2009,"Executivo",42,42
3866327,47202007000150,"JHX2353",5582529,2021-09-06 21:16:52,2021-09-08 01:58:05,1,-23.5174522,-46.6275482,2.1,"358222057119818","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-28,2023-06-08,2009,"Executivo",42,42
3866328,47202007000150,"JHX2353",5585412,2021-09-10 21:17:32,2021-09-13 01:54:08,1,-23.5142365,-46.6256905,2.1,"358222057119818","Nao",NA,"TRANSPORTADORA TURISTICA NATAL LTDA","47.202.007/0001-50","Nao","Sim","Nao",2023-07-28,2023-06-08,2009,"Executivo",42,42
3866341,53579983000129,"EJV5814",5586050,2021-09-05 02:54:06,2021-09-05 10:53:57,1,-23.5024948120117,-47.468090057373,0,"354405100723983","Nao",NA,"P.R.M.- TURISMO LTDA","53.579.983/0001-29","Nao","Sim","Nao",2022-05-03,2023-09-16,2011,"Executivo",42,42
3866359,4471555000172,"MFO6618",5584277,2021-09-08 21:45:02,2021-09-08 21:48:36,1,-30.0112590789795,-52.9048080444336,0,"354154105921131","Nao",NA,"AUE TUR TRANSPORTES E TURISMO LTDA","04.471.555/0001-72","Nao","Sim","Nao",2021-09-29,2023-12-07,2007,"Executivo",46,46
3866370,64758998000170,"FSM1791",5587056,2021-09-11 04:22:41,2021-09-11 23:50:57,1,-23.5422382,-46.5767555,2.1,"358222057426957","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2021-11-06,2023-07-02,2014,"Executivo",50,50
3866371,64758998000170,"JHX0523",5580907,2021-09-05 02:42:30,2021-09-06 01:56:34,1,-23.5421295,-46.5755768,2.1,"358222057426783","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2023-08-16,2023-07-02,2009,"Executivo",46,46
3866372,64758998000170,"LQA4844",5580896,2021-09-05 02:11:52,2021-09-06 04:36:40,1,-23.5249023,-46.6665306,2.1,"358229070654788","Nao",NA,"LOPES TRANSPORTADORA TURISTICA LTDA","64.758.998/0001-70","Nao","Sim","Nao",2022-08-19,2023-07-02,2011,"Executivo",46,46
3866412,78586674000107,"BAD8973",5582580,2021-09-06 18:51:30,2021-09-07 16:16:15,1,-23.433298,-51.891633,0,"353909111255076","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2022-07-01,2022-02-27,2015,"Executivo",50,50
3866413,78586674000107,"BAY5235",5586460,2021-09-11 18:01:07,2021-09-12 12:40:41,1,-23.315933,-51.148618,0,"356496085527539","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2022-07-08,2022-02-27,2016,"Executivo",52,52
3866414,78586674000107,"BBR5650",5585344,2021-09-10 19:40:50,2021-09-13 05:37:28,1,-23.514859,-46.652744,0,"353028105428837","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2021-11-11,2022-02-27,2017,"Executivo",56,56
3866415,78586674000107,"BBT6810",5582603,2021-09-07 22:27:03,2021-09-08 07:59:49,1,0,0,0,"353028105401214","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2021-11-12,2022-02-27,2017,"Executivo",46,46
3866416,78586674000107,"BCI5691",5584659,2021-09-10 17:17:54,2021-09-11 09:47:31,1,-22.888334,-47.142521,0,"352550117937795","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2021-10-14,2022-02-27,2018,"Executivo",46,46
3866417,78586674000107,"BCZ5G38",5586192,2021-09-11 05:43:22,2021-09-11 10:55:57,1,-23.31531,-51.152773,0,"353909111252875","Nao",NA,"VIACAO GARCIA LTDA","78.586.674/0001-07","Sim","Sim","Nao",2022-09-02,2022-02-27,2018,"Executivo",43,43
3866430,7661783000101,"LMO2401",5586435,2021-09-10 23:28:04,2021-09-12 00:34:29,1,-22.7908229827881,-43.3696670532227,0,"352234672563433","Nao",NA,"AGC RIO FRETAMENTO E TURISMO LTDA","07.661.783/0001-01","Nao","Sim","Nao",2023-08-04,2023-09-03,2018,"Executivo",48,48
3866444,91501866000131,"JBX4545",5584627,2021-09-10 06:30:23,2021-09-14 02:02:39,1,-29.8337535858154,-50.5262298583984,0,"351345012532721","Nao",NA,"AGENCIA DE VIAGENS E TURISMO KLEINTUR LTDA","91.501.866/0001-31","Nao","Sim","Nao",2022-07-26,2023-07-19,2016,"Executivo",53,53
3866445,91501866000131,"JBY4545",5585474,2021-09-10 18:14:18,2021-09-12 23:09:07,1,-29.3669090270996,-52.0625801086426,0,"351345015327772","Nao",NA,"AGENCIA DE VIAGENS E TURISMO KLEINTUR LTDA","91.501.866/0001-31","Nao","Sim","Nao",2022-03-01,2023-09-01,2017,"Executivo",51,51
3866452,9597616000166,"EMZ1390",5578042,2021-09-06 18:39:55,2021-09-06 19:59:19,0,-25.4804076,-48.8295931,1,"352869086731199","Nao",NA,"HENRIQUE & OLIVEIRA TRANSPORTE LTDA","09.597.616/0001-66","Nao","Sim","Nao",2021-10-06,2023-06-28,2019,"Executivo",58,58
3866453,9597616000166,"EWU6353",5584787,2021-09-10 22:27:06,2021-09-11 10:27:46,1,-22.1134514,-51.4242766,17.9,"352869086814235","Nao",NA,"HENRIQUE & OLIVEIRA TRANSPORTE LTDA","09.597.616/0001-66","Nao","Sim","Nao",2021-11-23,2023-06-28,2013,"Executivo",44,44
3866454,9597616000166,"NVV9727",5584906,2021-09-11 20:05:45,2021-09-12 08:23:31,0,-16.6617039,-49.2541905,1.5,"352869086814276","Nao",NA,"HENRIQUE & OLIVEIRA TRANSPORTE LTDA","09.597.616/0001-66","Nao","Sim","Nao",2022-05-09,2023-06-28,2010,"Executivo",44,44
3866455,9597616000166,"NVV9727",5584906,2021-09-10 12:27:42,2021-09-11 01:45:04,1,-22.1473825,-51.4498428,1,"352869086814276","Nao",NA,"HENRIQUE & OLIVEIRA TRANSPORTE LTDA","09.597.616/0001-66","Nao","Sim","Nao",2022-05-09,2023-06-28,2010,"Executivo",44,44
3866456,9597616000166,"QKD9777",5579678,2021-09-07 18:13:00,2021-09-08 09:03:46,0,-26.9952067,-48.6571717,1,"352869086731017","Nao",NA,"HENRIQUE & OLIVEIRA TRANSPORTE LTDA","09.597.616/0001-66","Nao","Sim","Nao",2023-10-25,2023-05-28,2015,"Executivo",60,60
3866471,11137434000154,"FWK6A28",5579707,2021-09-06 18:36:52,2021-09-10 13:34:35,1,-22.8977298736572,-43.2117614746094,0,"354442100541644","Nao",NA,"TRANS ACREANA LTDA","11.137.434/0001-54","Sim","Sim","Nao",2022-03-17,2022-06-06,2020,"Executivo",44,44
3866472,11137434000154,"FWK6A28",5584670,2021-09-10 13:37:18,2021-09-10 22:14:46,1,-23.6214427947998,-46.9144439697266,0,"354442100541644","Nao",NA,"TRANS ACREANA LTDA","11.137.434/0001-54","Sim","Sim","Nao",2022-03-17,2022-06-06,2020,"Executivo",44,44
3866484,13248388000196,"BAG2179",5584175,2021-09-09 02:36:26,2021-09-09 13:48:08,1,-21.30149857,-46.71458264,1.3,"f0e3ff4e654a9095","Nao",NA,"RAFAEL JOSE GODOI EIRELI - ME","13.248.388/0001-96","Nao","Sim","Nao",2022-08-18,2023-07-26,2015,"Executivo",19,19
3866485,13681547000141,"DBB6340",5586796,2021-09-11 21:20:03,2021-09-12 13:15:24,1,-21.3008311,-46.79466129,1.3,"ebb27dc1d5275462","Nao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3866500,18656492000133,"PPN4G10",5585981,2021-09-10 22:23:34,2021-09-10 22:31:29,1,-20.217535,-40.20145,1.3,"ddcf3b9b55d2394a","Nao",NA,"PAZOLINI TURISMO LTDA","18.656.492/0001-33","Nao","Sim","Nao",2022-01-25,2024-04-11,2015,"Executivo",16,16
3866526,26496748000110,"LUD9G21",5585497,2021-09-11 13:13:26,2021-09-13 13:31:09,1,-23.0140285491943,-43.2980728149414,0,"354167107995333","Nao",NA,"MC RIO TRANSPORTES LTDA","26.496.748/0001-10","Nao","Sim","Nao",2023-05-09,2023-07-07,2019,"Executivo",16,16
3866532,27488725000127,"OYE8083",5579182,2021-09-05 17:46:26,2021-09-06 01:47:55,0,-19.624011,-43.226325,0,"352525086207255","Nao",NA,"VIACAO PRETTI LTDA","27.488.725/0001-27","Sim","Sim","Nao",2022-08-23,2021-10-04,2014,"Executivo",44,44
3866533,27488725000127,"OYE8083",5579182,2021-09-05 07:37:53,2021-09-05 17:36:06,1,-20.612624,-40.457379,0,"352525086207255","Nao",NA,"VIACAO PRETTI LTDA","27.488.725/0001-27","Sim","Sim","Nao",2022-08-23,2021-10-04,2014,"Executivo",44,44
3866534,27488725000127,"PPZ3022",5584540,2021-09-10 06:25:51,2021-09-11 10:31:02,1,-20.82005,-40.617083,0,"355645089926599","Nao",NA,"VIACAO PRETTI LTDA","27.488.725/0001-27","Sim","Sim","Nao",2022-07-14,2021-10-04,2018,"Executivo",48,48
3866536,28964438000109,"BDI2B99",5581345,2021-09-05 06:03:12,2021-09-05 21:03:27,1,-25.8553009033203,-48.570484161377,0,"352108090853636","Nao",NA,"G A BARBOSA JUNIOR EIRELI","28.964.438/0001-09","Nao","Sim","Nao",2022-07-01,2023-07-11,2019,"Executivo",16,16
3866543,32285454000142,"FXL9258",5581767,2021-09-05 15:06:28,2021-09-06 23:16:08,1,-22.4465618133545,-43.1450157165527,0,"352997103467917","Nao",NA,"VIACAO SALUTARIS E TURISMO SA","32.285.454/0001-42","Sim","Sim","Nao",2022-05-17,2022-08-07,2018,"Executivo",43,43
3866563,34577839000109,"KVD3H44",5584116,2021-09-09 01:39:24,2021-09-09 10:02:20,1,-9.11872959136963,-37.7314529418945,0,"863323054453446","Nao",NA,"CANUTO, GOMES E PEREIRA TRANSPORTES LTDA","34.577.839/0001-09","Nao","Sim","Nao",2021-10-08,2023-11-05,2008,"Executivo",16,16
3866564,34707652000182,"MGU3357",5576599,2021-09-08 23:40:10,2021-09-09 10:11:00,0,-23.302596,-51.331812,4.35,"356430078831103","Nao",NA,"CEU AZUL TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA","34.707.652/0001-82","Nao","Sim","Nao",2023-10-03,2023-09-21,2010,"Executivo",50,50
3866565,34707652000182,"MGU3357",5576599,2021-09-05 20:22:04,2021-09-06 05:06:26,1,-24.503352,-50.71837,4.35,"356430078831103","Nao",NA,"CEU AZUL TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA","34.707.652/0001-82","Nao","Sim","Nao",2023-10-03,2023-09-21,2010,"Executivo",50,50
3908308,3264460000115,"OND6474",5589659,2021-09-19 12:58:57,2021-09-20 10:51:20,0,0,0,6,"356160086112143","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2022-01-29,2021-10-04,2013,"Executivo",57,57
3908309,3264460000115,"OSR5I08",5596122,2021-09-21 20:47:34,2021-09-22 20:41:36,1,-16.705315,-49.2397833,6,"356160086128628","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2023-02-17,2024-01-23,2014,"Executivo",46,46
3908310,3264460000115,"PRT8962",5595917,2021-09-22 18:02:03,2021-09-23 09:47:28,1,0,0,6,"356160086498120","Nao",NA,"BRASIL TURISMO E FRETAMENTO LTDA","03.264.460/0001-15","Nao","Sim","Nao",2023-03-18,2024-01-23,2018,"Executivo",61,61
3908365,13681547000141,"EZC8204",5597048,2021-09-24 05:45:48,2021-09-24 12:34:42,1,-21.309561,-46.71623969,1.3,"5ff36aa59af79e39","Nao",NA,"DANIEL DONIZETE BAUTISTA EIRELI","13.681.547/0001-41","Nao","Sim","Nao",2023-06-27,2023-07-21,2011,"Executivo",19,19
3908419,26496748000110,"LUD9G21",5598672,2021-09-25 15:47:02,2021-09-26 16:30:05,1,-22.8476276397705,-43.3248443603516,0,"354167107995333","Nao",NA,"MC RIO TRANSPORTES LTDA","26.496.748/0001-10","Nao","Sim","Nao",2023-05-09,2023-07-07,2019,"Executivo",16,16
